,Id,Predicted
6849,26192_2023-12-07,0.31
6850,26193_2023-11-01,0.84
6851,26201_2023-03-03,0.02
6852,26208_2023-12-27,0.09
6853,26221_2023-04-06,0.11
6854,26225_2023-08-02,0.02
6855,26228_2023-05-26,0.86
6856,26230_2023-12-03,0.15
6857,26232_2023-12-04,0.15
6858,26235_2023-05-10,0.31
6859,26243_2023-12-06,0.65
6860,26244_2023-11-07,0.3
6861,26246_2023-11-28,0.05
6862,26251_2023-11-09,0.65
6863,26252_2023-08-07,0.27
6864,26254_2023-12-14,0.2
6865,26258_2023-11-08,0.97
6866,26259_2023-11-01,0.02
6867,26261_2023-06-05,0.09
6868,26272_2023-03-31,0.08
6869,26277_2023-11-05,0.04
6870,26282_2023-08-02,0.93
6871,26286_2023-12-13,0.11
6872,26292_2023-12-20,0.25
6873,26298_2023-06-16,0.12
6874,26302_2023-06-16,0.01
6875,26303_2023-12-19,0.13
6876,26305_2023-09-11,0.88
6877,26307_2023-11-03,0.79
6878,26310_2023-12-27,0.07
6879,26312_2023-12-12,0.05
6880,26315_2023-02-02,0.56
6881,26316_2023-12-18,0.51
6882,26320_2023-12-06,0.04
6883,26321_2023-11-01,0.94
6884,26326_2023-08-13,0.22
6885,26330_2023-08-28,0.49
6886,26333_2023-12-09,0.03
6887,26335_2023-12-20,0.41
6888,26337_2023-11-30,0.54
6889,26340_2023-11-18,0.2
6890,26346_2023-11-07,0.2
6891,26349_2023-11-24,0.0
6892,26350_2023-11-15,0.41
6893,26352_2023-11-09,0.29
6894,26354_2023-11-22,0.33
6895,26356_2023-12-27,0.0
6896,26363_2023-11-17,0.33
6897,26368_2023-11-23,0.03
6898,26370_2023-04-28,0.05
6899,26377_2023-11-28,0.53
6900,26380_2023-11-27,0.93
6901,26384_2023-12-01,0.17
6902,26393_2023-11-16,0.17
6903,26398_2023-12-15,0.45
6904,26402_2023-12-11,0.14
6905,26404_2023-12-11,0.41
6906,26406_2023-12-01,0.24
6907,26418_2023-12-11,0.85
6908,26422_2023-11-27,0.02
6909,26424_2023-02-20,0.68
6910,26430_2023-09-13,0.16
6911,26431_2023-11-24,0.34
6912,26442_2023-08-30,0.16
6913,26443_2023-12-18,0.66
6914,26444_2023-02-16,0.22
6915,26450_2023-12-13,0.8
6916,26451_2023-04-12,0.14
6917,26455_2023-12-20,0.22
6918,26465_2023-11-07,0.24
6919,26469_2023-12-01,0.13
6920,26476_2023-12-19,0.05
6921,26480_2023-11-21,0.94
6922,26492_2023-11-30,0.09
6923,26500_2023-12-22,0.4
6924,26511_2023-12-03,0.03
6925,26512_2023-11-28,0.15
6926,26518_2023-12-26,0.08
6927,26525_2023-11-03,0.11
6928,26527_2023-12-20,0.37
6929,26534_2023-01-17,0.76
6930,26543_2023-12-18,0.07
6931,26547_2023-07-28,0.4
6932,26550_2023-11-08,0.96
6933,26551_2023-11-08,0.95
6934,26556_2023-11-13,0.12
6935,26559_2023-11-03,0.5
6936,26561_2023-12-27,0.01
6937,26563_2023-11-30,0.14
6938,26569_2023-11-20,0.11
6939,26573_2023-12-25,0.73
6940,26586_2023-06-21,0.77
6941,26590_2023-11-14,0.84
6942,26591_2023-12-08,0.85
6943,26595_2023-12-05,0.87
6944,26596_2023-12-18,0.94
6945,26599_2023-11-20,0.92
6946,26603_2023-01-31,0.41
6947,26607_2023-04-19,0.11
6948,26609_2023-01-26,0.1
6949,26617_2023-11-09,0.72
6950,26618_2023-11-09,0.12
6951,26619_2023-12-19,0.09
6952,26622_2023-04-11,0.59
6953,26624_2023-11-15,0.31
6954,26627_2023-11-18,0.31
6955,26641_2023-12-12,0.93
6956,26642_2023-11-08,0.04
6957,26645_2023-01-27,0.42
6958,26650_2023-12-27,0.15
6959,26662_2023-12-18,0.57
6960,26667_2023-08-23,0.02
6961,26670_2023-12-03,0.07
6962,26671_2023-09-12,0.03
6963,26672_2023-12-07,0.09
6964,26688_2023-11-27,0.01
6965,26690_2023-08-09,0.16
6966,26691_2023-11-27,0.03
6967,26693_2023-10-24,0.1
6968,26695_2023-12-11,0.72
6969,26698_2023-02-16,0.05
6970,26704_2023-11-03,0.24
6971,26706_2023-11-14,0.97
6972,26707_2023-12-06,0.09
6973,26708_2023-05-11,0.86
6974,26709_2023-08-18,0.9
6975,26710_2023-01-17,0.98
6976,26714_2023-12-06,0.71
6977,26723_2023-12-25,0.54
6978,26725_2023-04-04,0.29
6979,26732_2023-12-11,0.97
6980,26733_2023-12-15,0.91
6981,26736_2023-10-10,0.37
6982,26737_2023-11-24,0.18
6983,26749_2023-11-09,0.73
6984,26750_2023-12-27,0.22
6985,26756_2023-12-06,0.39
6986,26761_2023-03-23,0.58
6987,26762_2023-06-14,0.55
6988,26768_2023-12-08,0.39
6989,26769_2023-10-24,0.79
6990,26776_2023-12-14,0.89
6991,26781_2023-08-03,0.75
6992,26787_2023-07-25,0.88
6993,26788_2023-12-14,0.1
6994,26804_2023-07-18,0.1
6995,26808_2023-12-15,0.96
6996,26814_2023-12-18,0.96
6997,26815_2023-12-12,0.84
6998,26819_2023-12-02,0.16
6999,26822_2023-12-13,0.76
7000,26823_2023-12-12,0.52
7001,26833_2023-09-11,0.07
7002,26834_2023-10-12,0.23
7003,26836_2023-03-24,0.12
7004,26841_2023-06-22,0.25
7005,26844_2023-08-25,0.17
7006,26845_2023-11-18,0.08
7007,26847_2023-11-15,0.41
7008,26849_2023-12-12,0.18
7009,26857_2023-12-14,0.03
7010,26858_2023-11-28,0.05
7011,26859_2023-08-04,0.08
7012,26871_2023-12-13,0.55
7013,26879_2023-12-21,0.04
7014,26882_2023-08-18,0.02
7015,26883_2023-08-21,0.05
7016,26884_2023-12-20,0.14
7017,26891_2023-12-07,0.17
7018,26897_2023-11-30,0.0
7019,26900_2023-03-28,0.07
7020,26912_2023-11-23,0.17
7021,26913_2023-03-25,0.08
7022,26917_2023-11-21,0.13
7023,26926_2023-12-25,0.06
7024,26928_2023-08-23,0.14
7025,26951_2023-07-10,0.21
7026,26952_2023-11-29,0.08
7027,26963_2023-12-29,0.25
7028,26964_2023-11-01,0.33
7029,26967_2023-12-22,0.92
7030,26969_2023-11-28,0.28
7031,26970_2023-11-16,0.92
7032,26982_2023-04-29,0.05
7033,26983_2023-08-16,0.12
7034,26986_2023-08-05,0.16
7035,26987_2023-12-25,0.08
7036,26988_2023-11-22,0.95
7037,26992_2023-05-22,0.06
7038,26995_2023-12-19,0.02
7039,27000_2023-12-14,0.05
7040,27003_2023-12-11,0.19
7041,27004_2023-12-19,0.12
7042,27006_2023-11-09,0.26
7043,27010_2023-11-23,0.01
7044,27014_2023-12-12,0.02
7045,27017_2023-11-28,0.39
7046,27026_2023-03-24,0.04
7047,27033_2023-12-12,0.08
7048,27034_2023-11-03,0.12
7049,27036_2023-11-07,0.1
7050,27038_2023-12-21,0.41
7051,27042_2023-11-09,0.09
7052,27045_2023-11-15,0.04
7053,27047_2023-08-22,0.08
7054,27049_2023-01-18,0.02
7055,27050_2023-11-29,0.04
7056,27056_2023-12-08,0.07
7057,27057_2023-11-29,0.1
7058,27060_2023-11-23,0.2
7059,27075_2023-02-01,0.06
7060,27076_2023-11-28,0.02
7061,27079_2023-11-03,0.01
7062,27080_2023-03-27,0.05
7063,27081_2023-08-09,0.64
7064,27084_2023-11-28,0.02
7065,27087_2023-09-29,0.19
7066,27090_2023-12-25,0.28
7067,27091_2023-12-01,0.1
7068,27095_2023-04-10,0.09
7069,27097_2023-11-14,0.29
7070,27100_2023-11-30,0.02
7071,27105_2023-11-15,0.02
7072,27109_2023-02-17,0.02
7073,27111_2023-12-03,0.06
7074,27114_2023-11-01,0.02
7075,27123_2023-12-08,0.08
7076,27127_2023-10-10,0.23
7077,27133_2023-11-20,0.07
7078,27136_2023-11-30,0.07
7079,27137_2023-11-01,0.25
7080,27142_2023-12-14,0.56
7081,27145_2023-11-20,0.35
7082,27150_2023-12-22,0.09
7083,27152_2023-11-23,0.31
7084,27154_2023-07-29,0.06
7085,27156_2023-09-27,0.04
7086,27158_2023-12-13,0.0
7087,27162_2023-11-16,0.13
7088,27171_2023-02-13,0.04
7089,27172_2023-08-22,0.08
7090,27174_2023-08-23,0.74
7091,27175_2023-12-22,0.24
7092,27178_2023-11-27,0.09
7093,27181_2023-12-14,0.04
7094,27184_2023-05-23,0.99
7095,27185_2023-12-21,0.33
7096,27193_2023-07-21,0.47
7097,27204_2023-12-19,0.07
7098,27211_2023-02-21,0.24
7099,27214_2023-12-11,0.87
7100,27217_2023-12-01,0.33
7101,27218_2023-05-16,0.04
7102,27219_2023-12-04,0.01
7103,27227_2023-08-03,0.25
7104,27233_2023-12-08,0.54
7105,27237_2023-12-09,0.01
7106,27238_2023-04-10,0.09
7107,27241_2023-02-16,0.1
7108,27252_2023-12-22,0.88
7109,27267_2023-08-28,0.93
7110,27276_2023-12-16,0.32
7111,27278_2023-06-22,0.27
7112,27284_2023-11-03,0.65
7113,27285_2023-11-09,0.61
7114,27286_2023-11-22,0.1
7115,27287_2023-11-21,0.76
7116,27292_2023-04-21,0.58
7117,27293_2023-12-27,0.34
7118,27299_2023-12-28,0.02
7119,27304_2023-12-17,0.07
7120,27306_2023-12-12,0.04
7121,27308_2023-04-21,0.31
7122,27311_2023-10-31,0.15
7123,27317_2023-12-09,0.09
7124,27321_2023-12-22,0.79
7125,27324_2023-11-29,0.39
7126,27332_2023-11-21,0.24
7127,27334_2023-12-12,0.11
7128,27337_2023-11-03,0.16
7129,27338_2023-12-19,0.71
7130,27349_2023-11-04,0.1
7131,27360_2023-12-15,0.02
7132,27363_2023-12-22,0.01
7133,27366_2023-11-25,0.23
7134,27367_2023-12-20,0.06
7135,27371_2023-03-03,0.09
7136,27372_2023-12-27,0.02
7137,27383_2023-11-23,0.93
7138,27392_2023-07-28,0.03
7139,27395_2023-11-30,0.04
7140,27400_2023-02-17,0.1
7141,27406_2023-11-01,0.2
7142,27408_2023-05-22,0.46
7143,27414_2023-12-09,0.04
7144,27418_2023-07-19,0.16
7145,27420_2023-11-21,0.95
7146,27424_2023-12-01,0.16
7147,27426_2023-12-15,0.3
7148,27432_2023-08-15,0.45
7149,27438_2023-12-07,0.02
7150,27439_2023-04-25,0.48
7151,27445_2023-12-20,0.2
7152,27447_2023-11-22,0.02
7153,27448_2023-11-15,0.07
7154,27449_2023-12-21,0.37
7155,27450_2023-12-13,0.68
7156,27452_2023-12-27,0.46
7157,27453_2023-03-30,0.62
7158,27461_2023-06-14,0.29
7159,27462_2023-12-07,0.2
7160,27463_2023-12-22,0.15
7161,27464_2023-11-09,0.3
7162,27465_2023-12-27,0.12
7163,27466_2023-11-10,0.04
7164,27467_2023-11-10,0.06
7165,27474_2023-09-08,0.84
7166,27476_2023-12-30,0.05
7167,27477_2023-12-13,0.47
7168,27482_2023-08-29,0.06
7169,27485_2023-07-12,0.1
7170,27490_2023-12-26,0.07
7171,27497_2023-08-26,0.24
7172,27502_2023-11-22,0.03
7173,27503_2023-11-20,0.03
7174,27504_2023-11-15,0.05
7175,27519_2023-11-22,0.33
7176,27522_2023-12-23,0.23
7177,27525_2023-12-27,0.23
7178,27526_2023-12-22,0.15
7179,27528_2023-11-15,0.69
7180,27529_2023-12-22,0.65
7181,27532_2023-12-18,0.01
7182,27537_2023-11-09,0.13
7183,27538_2023-11-06,0.03
7184,27539_2023-11-29,0.39
7185,27546_2023-12-26,0.88
7186,27549_2023-12-26,0.73
7187,27551_2023-01-16,0.58
7188,27555_2023-11-30,0.42
7189,27558_2023-11-02,0.9
7190,27561_2023-09-15,0.38
7191,27578_2023-07-12,0.98
7192,27579_2023-11-09,0.61
7193,27584_2023-12-12,0.22
7194,27585_2023-12-08,0.72
7195,27592_2023-12-27,0.19
7196,27593_2023-04-24,0.72
7197,27597_2023-12-07,0.58
7198,27599_2023-11-21,0.15
7199,27601_2023-01-20,0.07
7200,27604_2023-06-16,0.32
7201,27605_2023-04-03,0.11
7202,27615_2023-11-17,0.76
7203,27616_2023-11-02,0.07
7204,27622_2023-08-01,0.09
7205,27624_2023-11-07,0.1
7206,27631_2023-04-07,0.79
7207,27632_2023-11-04,0.05
7208,27634_2023-11-09,0.03
7209,27635_2023-12-13,0.23
7210,27636_2023-11-07,0.01
7211,27640_2023-11-08,0.2
7212,27641_2023-11-17,0.01
7213,27642_2023-08-11,0.38
7214,27643_2023-12-14,0.45
7215,27644_2023-11-02,0.37
7216,27645_2023-11-16,0.2
7217,27646_2023-12-06,0.05
7218,27650_2023-08-22,0.83
7219,27652_2023-12-08,0.94
7220,27655_2023-12-13,0.55
7221,27658_2023-04-21,0.19
7222,27659_2023-11-16,0.93
7223,27662_2023-10-06,0.16
7224,27664_2023-07-19,0.11
7225,27666_2023-11-10,0.88
7226,27673_2023-11-21,0.67
7227,27675_2023-11-03,0.84
7228,27677_2023-10-17,0.49
7229,27680_2023-12-12,0.54
7230,27686_2023-03-01,0.95
7231,27688_2023-12-06,0.03
7232,27689_2023-06-21,0.08
7233,27691_2023-12-27,0.91
7234,27692_2023-12-25,0.78
7235,27701_2023-11-25,0.04
7236,27707_2023-11-22,0.37
7237,27711_2023-12-08,0.56
7238,27712_2023-11-15,0.16
7239,27716_2023-09-04,0.07
7240,27719_2023-11-16,0.08
7241,27723_2023-06-28,0.98
7242,27727_2023-12-11,0.12
7243,27731_2023-12-28,0.75
7244,27738_2023-11-02,0.35
7245,27745_2023-12-13,0.06
7246,27754_2023-12-20,0.94
7247,27755_2023-12-22,0.09
7248,27761_2023-12-15,0.51
7249,27764_2023-12-21,0.03
7250,27767_2023-02-15,0.12
7251,27773_2023-11-09,0.76
7252,27775_2023-02-21,0.13
7253,27776_2023-12-05,0.13
7254,27777_2023-12-04,0.17
7255,27778_2023-11-01,0.11
7256,27779_2023-12-26,0.43
7257,27780_2023-12-28,0.14
7258,27786_2023-02-08,0.91
7259,27787_2023-04-27,0.97
7260,27789_2023-09-26,0.97
7261,27791_2023-11-10,0.91
7262,27792_2023-12-14,0.78
7263,27794_2023-11-08,0.42
7264,27797_2023-12-06,0.08
7265,27799_2023-06-18,0.23
7266,27808_2023-05-25,0.89
7267,27809_2023-12-15,0.09
7268,27811_2023-11-27,0.45
7269,27812_2023-12-06,0.9
7270,27813_2023-12-15,0.1
7271,27820_2023-11-27,0.1
7272,27821_2023-04-19,0.15
7273,27822_2023-10-16,0.0
7274,27824_2023-06-09,0.18
7275,27827_2023-04-24,0.9
7276,27831_2023-11-09,0.68
7277,27832_2023-12-11,0.96
7278,27833_2023-12-15,0.24
7279,27839_2023-11-15,0.51
7280,27840_2023-11-13,0.33
7281,27846_2023-11-16,0.97
7282,27848_2023-09-21,0.77
7283,27850_2023-12-12,0.83
7284,27851_2023-12-30,0.05
7285,27856_2023-01-17,0.09
7286,27860_2023-09-18,0.14
7287,27861_2023-12-07,0.02
7288,27863_2023-11-30,0.37
7289,27874_2023-11-23,0.01
7290,27877_2023-03-03,0.09
7291,27882_2023-11-28,0.01
7292,27885_2023-07-09,0.23
7293,27886_2023-11-08,0.22
7294,27889_2023-07-05,0.36
7295,27896_2023-08-02,0.74
7296,27898_2023-11-20,0.07
7297,27904_2023-12-18,0.01
7298,27906_2023-12-26,0.07
7299,27910_2023-11-07,0.24
7300,27912_2023-11-24,0.24
7301,27915_2023-11-30,0.06
7302,27916_2023-04-19,0.04
7303,27917_2023-12-16,0.12
7304,27920_2023-09-04,0.21
7305,27924_2023-11-09,0.03
7306,27929_2023-12-22,0.14
7307,27932_2023-11-21,0.01
7308,27934_2023-12-11,0.17
7309,27938_2023-11-07,0.86
7310,27942_2023-12-20,0.19
7311,27947_2023-01-17,0.98
7312,27970_2023-11-09,0.43
7313,27974_2023-08-07,1.0
7314,27976_2023-11-23,0.98
7315,27985_2023-02-03,0.48
7316,27989_2023-12-11,0.25
7317,27990_2023-12-18,0.79
7318,27992_2023-07-21,0.96
7319,27994_2023-12-20,0.93
7320,27997_2023-04-11,0.95
7321,28001_2023-12-21,0.48
7322,28012_2023-06-21,0.64
7323,28014_2023-12-20,0.84
7324,28017_2023-07-10,0.0
7325,28018_2023-02-09,0.78
7326,28023_2023-12-14,0.4
7327,28025_2023-11-22,0.23
7328,28026_2023-10-09,0.35
7329,28032_2023-07-14,0.87
7330,28033_2023-12-13,0.23
7331,28037_2023-06-29,0.83
7332,28042_2023-11-20,0.29
7333,28043_2023-12-08,0.13
7334,28055_2023-11-14,0.82
7335,28056_2023-11-16,0.39
7336,28060_2023-11-15,0.1
7337,28062_2023-08-04,0.63
7338,28072_2023-12-26,0.21
7339,28078_2023-12-21,0.03
7340,28079_2023-11-14,0.48
7341,28080_2023-11-23,0.09
7342,28082_2023-12-19,0.07
7343,28086_2023-12-21,0.03
7344,28090_2023-12-18,0.48
7345,28094_2023-11-17,0.07
7346,28102_2023-11-28,0.56
7347,28103_2023-12-16,0.06
7348,28117_2023-08-04,0.04
7349,28121_2023-11-24,0.32
7350,28123_2023-08-03,0.1
7351,28126_2023-12-27,0.15
7352,28132_2023-02-16,0.25
7353,28134_2023-05-05,0.17
7354,28135_2023-11-22,0.04
7355,28136_2023-12-15,0.17
7356,28138_2023-11-10,0.03
7357,28144_2023-12-05,0.51
7358,28148_2023-12-19,0.17
7359,28153_2023-12-18,0.09
7360,28155_2023-11-15,0.24
7361,28160_2023-11-12,0.17
7362,28162_2023-12-13,0.13
7363,28165_2023-08-09,0.01
7364,28167_2023-10-28,0.08
7365,28175_2023-12-01,0.69
7366,28180_2023-05-16,0.87
7367,28185_2023-04-17,0.07
7368,28188_2023-11-24,0.2
7369,28195_2023-12-29,0.13
7370,28196_2023-10-13,0.12
7371,28201_2023-11-22,0.12
7372,28203_2023-07-11,0.12
7373,28215_2023-12-05,0.11
7374,28218_2023-11-03,0.26
7375,28223_2023-08-14,0.74
7376,28225_2023-12-22,0.0
7377,28230_2023-06-01,0.92
7378,28235_2023-11-09,0.2
7379,28237_2023-11-02,0.36
7380,28244_2023-09-11,0.05
7381,28246_2023-12-27,0.56
7382,28248_2023-11-22,0.12
7383,28249_2023-02-05,0.25
7384,28253_2023-12-18,0.11
7385,28255_2023-11-10,0.06
7386,28256_2023-12-13,0.02
7387,28261_2023-11-15,0.02
7388,28262_2023-12-04,0.1
7389,28263_2023-12-25,0.02
7390,28272_2023-11-03,0.16
7391,28279_2023-04-18,0.07
7392,28298_2023-11-07,0.1
7393,28300_2023-11-28,0.06
7394,28301_2023-11-02,0.02
7395,28303_2023-11-21,0.22
7396,28306_2023-12-26,0.45
7397,28313_2023-04-10,0.8
7398,28322_2023-12-01,0.03
7399,28330_2023-12-26,0.19
7400,28333_2023-11-21,0.15
7401,28334_2023-10-18,0.02
7402,28341_2023-10-07,0.09
7403,28346_2023-11-09,0.16
7404,28356_2023-05-30,0.27
7405,28364_2023-12-12,0.2
7406,28371_2023-11-01,0.78
7407,28377_2023-11-26,0.05
7408,28386_2023-11-07,0.05
7409,28391_2023-12-25,0.13
7410,28392_2023-11-10,0.2
7411,28393_2023-11-22,0.91
7412,28397_2023-12-22,0.47
7413,28399_2023-11-23,0.02
7414,28402_2023-06-25,0.33
7415,28409_2023-06-20,0.03
7416,28412_2023-07-06,0.16
7417,28424_2023-12-18,0.05
7418,28429_2023-11-07,0.08
7419,28430_2023-11-02,0.97
7420,28438_2023-11-03,0.93
7421,28439_2023-12-13,0.31
7422,28443_2023-12-13,0.16
7423,28448_2023-10-12,0.06
7424,28451_2023-11-02,0.15
7425,28452_2023-12-26,0.4
7426,28454_2023-11-08,0.15
7427,28466_2023-12-13,0.41
7428,28467_2023-04-03,0.05
7429,28469_2023-11-20,0.06
7430,28472_2023-10-25,0.39
7431,28473_2023-11-29,0.26
7432,28474_2023-12-25,0.34
7433,28476_2023-12-19,0.38
7434,28478_2023-12-07,0.74
7435,28483_2023-11-23,0.09
7436,28489_2023-05-31,0.06
7437,28492_2023-04-10,0.24
7438,28494_2023-06-02,0.18
7439,28497_2023-08-09,0.5
7440,28501_2023-11-16,0.15
7441,28503_2023-09-30,0.14
7442,28505_2023-09-02,0.29
7443,28506_2023-12-04,0.34
7444,28515_2023-10-23,0.05
7445,28520_2023-07-18,0.96
7446,28521_2023-07-24,0.97
7447,28524_2023-07-24,0.91
7448,28525_2023-11-09,0.06
7449,28526_2023-11-15,0.73
7450,28527_2023-11-22,0.02
7451,28529_2023-12-26,0.86
7452,28534_2023-12-08,0.43
7453,28539_2023-12-26,0.93
7454,28545_2023-12-26,0.01
7455,28548_2023-12-01,0.15
7456,28549_2023-04-04,0.58
7457,28553_2023-07-07,0.21
7458,28557_2023-11-17,0.03
7459,28563_2023-11-02,0.13
7460,28567_2023-11-03,0.43
7461,28568_2023-12-15,0.18
7462,28577_2023-11-17,0.2
7463,28585_2023-07-28,0.09
7464,28588_2023-12-15,0.07
7465,28592_2023-03-16,0.05
7466,28593_2023-11-28,0.17
7467,28594_2023-03-22,0.46
7468,28596_2023-06-29,0.27
7469,28599_2023-03-10,0.16
7470,28603_2023-09-06,0.04
7471,28604_2023-12-08,0.94
7472,28607_2023-07-20,0.16
7473,28608_2023-12-18,0.57
7474,28609_2023-11-09,0.32
7475,28612_2023-11-12,0.06
7476,28613_2023-12-17,0.19
7477,28617_2023-11-08,0.23
7478,28625_2023-01-30,0.2
7479,28626_2023-11-30,0.07
7480,28632_2023-01-24,0.32
7481,28643_2023-12-28,0.86
7482,28649_2023-12-11,0.04
7483,28653_2023-12-15,0.32
7484,28662_2023-12-07,0.71
7485,28667_2023-02-07,0.01
7486,28670_2023-02-15,0.74
7487,28671_2023-02-09,0.07
7488,28681_2023-11-28,0.12
7489,28690_2023-12-14,0.16
7490,28693_2023-11-23,0.12
7491,28694_2023-05-05,0.64
7492,28695_2023-10-17,0.44
7493,28696_2023-12-13,0.92
7494,28701_2023-04-21,0.82
7495,28702_2023-11-09,0.21
7496,28714_2023-11-03,0.04
7497,28730_2023-12-01,0.13
7498,28731_2023-02-08,0.09
7499,28734_2023-11-16,0.08
7500,28736_2023-12-28,0.02
7501,28737_2023-07-27,0.17
7502,28738_2023-12-08,0.21
7503,28741_2023-08-28,0.2
7504,28745_2023-04-14,0.16
7505,28748_2023-11-22,0.34
7506,28751_2023-11-16,0.53
7507,28757_2023-11-21,0.03
7508,28776_2023-12-22,0.02
7509,28779_2023-11-23,0.07
7510,28782_2023-01-27,0.08
7511,28783_2023-12-08,0.06
7512,28787_2023-04-07,0.09
7513,28791_2023-12-08,0.87
7514,28797_2023-10-09,0.47
7515,28801_2023-12-20,0.3
7516,28802_2023-07-04,0.87
7517,28804_2023-12-05,0.02
7518,28808_2023-11-02,0.54
7519,28809_2023-12-01,0.07
7520,28813_2023-06-28,0.56
7521,28814_2023-12-12,0.01
7522,28816_2023-11-23,0.11
7523,28820_2023-12-06,0.05
7524,28825_2023-12-13,0.65
7525,28828_2023-11-15,0.97
7526,28831_2023-11-08,0.5
7527,28841_2023-06-20,0.56
7528,28843_2023-12-06,0.22
7529,28847_2023-11-16,0.26
7530,28861_2023-11-17,0.81
7531,28867_2023-07-12,0.53
7532,28871_2023-05-30,0.63
7533,28873_2023-11-16,0.77
7534,28874_2023-02-20,0.17
7535,28884_2023-02-15,0.02
7536,28887_2023-12-19,0.09
7537,28896_2023-11-15,0.14
7538,28899_2023-12-20,0.86
7539,28900_2023-11-16,0.34
7540,28903_2023-12-04,0.29
7541,28905_2023-08-07,0.28
7542,28906_2023-12-27,0.86
7543,28909_2023-11-28,0.25
7544,28914_2023-11-20,0.07
7545,28922_2023-04-06,0.96
7546,28927_2023-11-02,0.71
7547,28931_2023-08-03,0.83
7548,28933_2023-12-06,0.08
7549,28938_2023-10-31,0.23
7550,28943_2023-11-22,0.33
7551,28944_2023-12-15,0.25
7552,28945_2023-08-18,0.31
7553,28954_2023-11-27,0.07
7554,28962_2023-12-10,0.09
7555,28975_2023-06-02,0.97
7556,28977_2023-11-09,0.22
7557,28983_2023-11-23,0.03
7558,28984_2023-11-15,0.04
7559,28987_2023-11-20,0.15
7560,28995_2023-07-27,0.62
7561,28997_2023-11-30,0.48
7562,29000_2023-11-28,0.55
7563,29008_2023-11-20,0.35
7564,29015_2023-12-12,0.61
7565,29020_2023-05-30,0.12
7566,29027_2023-12-14,0.45
7567,29031_2023-12-07,0.63
7568,29037_2023-12-04,0.62
7569,29038_2023-11-08,0.6
7570,29041_2023-12-13,0.01
7571,29049_2023-02-08,0.98
7572,29051_2023-12-05,0.93
7573,29053_2023-09-14,0.01
7574,29058_2023-11-08,0.91
7575,29066_2023-12-20,0.95
7576,29067_2023-12-11,0.73
7577,29068_2023-12-20,0.94
7578,29069_2023-12-20,0.48
7579,29074_2023-12-19,0.05
7580,29079_2023-11-28,0.12
7581,29082_2023-11-15,0.67
7582,29083_2023-08-23,0.13
7583,29087_2023-11-08,0.07
7584,29091_2023-11-08,0.18
7585,29096_2023-08-17,0.06
7586,29103_2023-11-29,0.19
7587,29106_2023-08-14,0.25
7588,29107_2023-11-03,0.21
7589,29110_2023-09-18,0.09
7590,29112_2023-11-29,0.07
7591,29116_2023-06-23,0.2
7592,29120_2023-08-29,0.77
7593,29123_2023-12-04,0.13
7594,29125_2023-08-17,0.02
7595,29134_2023-11-07,0.03
7596,29138_2023-11-22,0.06
7597,29140_2023-12-21,0.37
7598,29142_2023-08-03,0.05
7599,29149_2023-12-01,0.49
7600,29160_2023-12-15,0.13
7601,29162_2023-11-01,0.07
7602,29169_2023-12-14,0.05
7603,29172_2023-02-14,0.91
7604,29182_2023-11-07,0.06
7605,29186_2023-04-14,0.88
7606,29189_2023-12-21,0.94
7607,29191_2023-01-30,0.92
7608,29192_2023-12-06,0.18
7609,29193_2023-05-17,0.08
7610,29202_2023-11-21,0.33
7611,29207_2023-11-29,0.7
7612,29215_2023-12-01,0.86
7613,29216_2023-12-20,0.95
7614,29219_2023-03-16,0.07
7615,29221_2023-01-27,0.04
7616,29224_2023-07-06,0.64
7617,29232_2023-08-04,0.79
7618,29237_2023-12-08,0.05
7619,29241_2023-11-20,0.15
7620,29245_2023-06-15,0.61
7621,29249_2023-12-15,0.37
7622,29250_2023-10-19,0.19
7623,29252_2023-11-07,0.36
7624,29260_2023-12-18,0.57
7625,29261_2023-12-04,0.82
7626,29262_2023-11-14,0.37
7627,29267_2023-11-01,0.94
7628,29279_2023-04-07,0.3
7629,29284_2023-11-20,0.29
7630,29285_2023-12-01,0.8
7631,29286_2023-12-20,0.86
7632,29291_2023-01-31,0.99
7633,29294_2023-12-19,0.87
7634,29302_2023-12-12,0.94
7635,29303_2023-12-14,0.9
7636,29306_2023-11-02,0.78
7637,29307_2023-11-09,0.93
7638,29308_2023-11-21,0.94
7639,29309_2023-12-21,0.27
7640,29317_2023-11-08,0.25
7641,29319_2023-03-14,0.96
7642,29326_2023-12-04,0.74
7643,29328_2023-12-20,0.11
7644,29332_2023-11-15,0.01
7645,29335_2023-12-18,0.66
7646,29337_2023-08-19,0.11
7647,29339_2023-03-02,0.07
7648,29340_2023-12-19,0.05
7649,29341_2023-11-09,0.24
7650,29345_2023-11-09,0.01
7651,29347_2023-01-04,0.09
7652,29351_2023-12-22,0.67
7653,29352_2023-05-17,0.06
7654,29353_2023-10-21,0.09
7655,29360_2023-11-05,0.38
7656,29361_2023-12-22,0.15
7657,29365_2023-11-03,0.19
7658,29367_2023-12-06,0.1
7659,29372_2023-11-16,0.01
7660,29373_2023-11-09,0.47
7661,29376_2023-12-05,0.02
7662,29384_2023-07-02,0.17
7663,29385_2023-12-14,0.22
7664,29386_2023-09-06,0.04
7665,29391_2023-11-30,0.22
7666,29393_2023-12-23,0.11
7667,29398_2023-07-01,0.16
7668,29399_2023-09-15,0.09
7669,29402_2023-11-30,0.28
7670,29403_2023-10-30,0.02
7671,29404_2023-08-30,0.12
